=", ="
"no_one-Apr21-0207", "Afrikaans", " ", "niemand", " niemand"
"no_one-Apr21-0207", "Albanian", " ", "askush, kurrkush", " askush" , " kurrkush"
"no_one-Apr21-0207", "Arabic", " ", "[[أَحَد]] [[لَا]]", " [[أَحَد]] [[لَا]]"
"no_one-Apr21-0207", " ", "Egyptian Arabic", "ماحدش|tr=maḥaddiš", " Egyptian Arabic: ماحدش|tr=maḥaddiš"
"no_one-Apr21-0207", " ", "Moroccan Arabic", "حتى حد|tr=ḥetta ḥadd, حتى واحد|tr=ḥetta wāḥed", " Moroccan Arabic: حتى حد|tr=ḥetta ḥadd" , " حتى واحد|tr=ḥetta wāḥed"
"no_one-Apr21-0207", "Armenian", " ", "ոչ ոք, ոչ մեկը", " ոչ ոք" , " ոչ մեկը"
"no_one-Apr21-0207", "Asturian", " ", "naide, ñaide", " naide" , " ñaide"
"no_one-Apr21-0207", "Azerbaijani", " ", "heç kim, heç kəs", " heç kim" , " heç kəs"
"no_one-Apr21-0207", "Basque", " ", "inor", " inor"
"no_one-Apr21-0207", "Belarusian", " ", "ніхто́", " ніхто́"
"no_one-Apr21-0207", "Belizean Creole", " ", "nobadi", " nobadi"
"no_one-Apr21-0207", "Bengali", " ", "কেউ না", " কেউ না"
"no_one-Apr21-0207", "Bulgarian", " ", "ни́кой", " ни́кой"
"no_one-Apr21-0207", "Burmese", " ", "ဘယ်သူမှ", " ဘယ်သူမှ"
"no_one-Apr21-0207", "Catalan", " ", "ningú", " ningú"
"no_one-Apr21-0207", "Chamicuro", " ", "meyana\\'shanaye", " meyana\\'shanaye"
"no_one-Apr21-0207", "Chinese", " ", " ", " "
"no_one-Apr21-0207", " ", "Cantonese", "[[冇]][[人]]|tr=mou5 jan4", " [[冇]][[人]]|tr=mou5 jan4"
"no_one-Apr21-0207", " ", "Mandarin", "[[沒有]][[人]], [[没有]][[人]]|tr=méiyǒu rén, [[沒]][[人]], [[没]][[人]]|tr=méirén", " Mandarin: [[沒有]][[人]]" , " [[没有]][[人]]|tr=méiyǒu rén" , " [[沒]][[人]]" , " [[没]][[人]]|tr=méirén"
"no_one-Apr21-0207", "Classical Nahuatl", " ", "ayāc", " ayāc"
"no_one-Apr21-0207", "Czech", " ", "nikdo", " nikdo"
"no_one-Apr21-0207", "Dalmatian", " ", "nenčoin", " nenčoin"
"no_one-Apr21-0207", "Danish", " ", "ingen", " ingen"
"no_one-Apr21-0207", "Dutch", " ", "niemand", " niemand"
"no_one-Apr21-0207", "Esperanto", " ", "neniu", " neniu"
"no_one-Apr21-0207", "Estonian", " ", "ei keegi, mitte keegi", " ei keegi" , " mitte keegi"
"no_one-Apr21-0207", "Faroese", " ", "eingin", " eingin"
"no_one-Apr21-0207", "Finnish", " ", "ei kukaan", " ei kukaan"
"no_one-Apr21-0207", "French", " ", "personne, nul, qui que ce soit", " personne" , " nul" , " qui que ce soit"
"no_one-Apr21-0207", "Friulian", " ", "nissun", " nissun"
"no_one-Apr21-0207", "Galician", " ", "ninguén", " ninguén"
"no_one-Apr21-0207", "Georgian", " ", "არავინ", " არავინ"
"no_one-Apr21-0207", "German", " ", "niemand, keiner|m", " niemand" , " keiner|m"
"no_one-Apr21-0207", "Greek", " ", "κανένας", " κανένας"
"no_one-Apr21-0207", " ", "Ancient", "οὐδείς, μηδείς, οὖτις, μήτις", " Ancient: οὐδείς" , " μηδείς" , " οὖτις" , " μήτις"
"no_one-Apr21-0207", "Hindi", " ", "कोई नहीं", " कोई नहीं"
"no_one-Apr21-0207", "Hungarian", " ", "senki", " senki"
"no_one-Apr21-0207", "Icelandic", " ", "enginn, neinn", " enginn" , " neinn"
"no_one-Apr21-0207", "Ido", " ", "nulu", " nulu"
"no_one-Apr21-0207", "Interlingua", " ", "necuno, nemo", " necuno" , " nemo"
"no_one-Apr21-0207", "Irish", " ", "aon duine {{qualifier|with negated verb", " aon duine {{qualifier|with negated verb"
"no_one-Apr21-0207", "Istriot", " ", "ningun", " ningun"
"no_one-Apr21-0207", "Italian", " ", "nessuno", " nessuno"
"no_one-Apr21-0207", "Japanese", " ", "[[誰も]]...[[ない]]|tr=だれも...ない, dare-mo...nai", " [[誰も]]...[[ない]]|tr=だれも...ない" , " dare-mo...nai"
"no_one-Apr21-0207", "Kapampangan", " ", "alang ninu man, alang ninuman", " alang ninu man" , " alang ninuman"
"no_one-Apr21-0207", "Kazakh", " ", "ешкім", " ешкім"
"no_one-Apr21-0207", "Khmer", " ", "គ្មាន​នរណា​ម្នាក់|tr=kmien nɔɔnaa mneak", " គ្មាន​នរណា​ម្នាក់|tr=kmien nɔɔnaa mneak"
"no_one-Apr21-0207", "Korean", " ", "[[아무]][[-도]]...[[아니다]]", " [[아무]][[-도]]...[[아니다]]"
"no_one-Apr21-0207", "Kurdish", " ", " ", " "
"no_one-Apr21-0207", " ", "Central Kurdish", "کەس", " کەس"
"no_one-Apr21-0207", "Lao", " ", "ບໍ່​ມີ​ໃຜ", " ບໍ່​ມີ​ໃຜ"
