=", ="
"every-Apr21-0207", "Afrikaans", " ", "elke", " elke"
"every-Apr21-0207", "Albanian", " ", "cilido", " cilido"
"every-Apr21-0207", "Arabic", " ", "كُلّ", " كُلّ"
"every-Apr21-0207", "Armenian", " ", "ամեն", " ամեն"
"every-Apr21-0207", "Asturian", " ", "cada", " cada"
"every-Apr21-0207", "Azerbaijani", " ", "hər", " hər"
"every-Apr21-0207", "Bashkir", " ", "һәр", " һәр"
"every-Apr21-0207", "Belarusian", " ", "ко́жны", " ко́жны"
"every-Apr21-0207", "Bengali", " ", "প্রতি, হর, কুল, তামাম", " প্রতি" , " হর" , " কুল" , " তামাম"
"every-Apr21-0207", "Bulgarian", " ", "все́ки", " все́ки"
"every-Apr21-0207", "Burmese", " ", "တိုင်း", " တိုင်း"
"every-Apr21-0207", "Catalan", " ", "cada", " cada"
"every-Apr21-0207", "Chechen", " ", "дерриг", " дерриг"
"every-Apr21-0207", "Chinese", " ", " ", " "
"every-Apr21-0207", " ", "Cantonese", "每|tr=mui5", " 每|tr=mui5"
"every-Apr21-0207", " ", "Mandarin", "每|tr=měi, 各|tr=gè", " Mandarin: 每|tr=měi" , " 各|tr=gè"
"every-Apr21-0207", " ", "Min Nan", "逐|tr=ta̍k, 每|tr=múi", " Min Nan: 逐|tr=ta̍k" , " 每|tr=múi"
"every-Apr21-0207", "Czech", " ", "každý", " každý"
"every-Apr21-0207", "Danish", " ", "hver", " hver"
"every-Apr21-0207", "Dutch", " ", "elk, ieder", " elk" , " ieder"
"every-Apr21-0207", "Esperanto", " ", "ĉiu", " ĉiu"
"every-Apr21-0207", "Estonian", " ", "kõik", " kõik"
"every-Apr21-0207", "Faroese", " ", "hvør", " hvør"
"every-Apr21-0207", "Finnish", " ", "jokainen, joka, välein", " jokainen" , " joka" , " välein"
"every-Apr21-0207", "French", " ", "tout, chaque", " tout" , " chaque"
"every-Apr21-0207", "Galician", " ", "toda|f, todo|m", " toda|f" , " todo|m"
"every-Apr21-0207", "Georgian", " ", "ყველა, ყოველი", " ყველა" , " ყოველი"
"every-Apr21-0207", "German", " ", "jeder", " jeder"
"every-Apr21-0207", " ", "Pennsylvania German", "jeder", " Pennsylvania German: jeder"
"every-Apr21-0207", "Greek", " ", "κάθε", " κάθε"
"every-Apr21-0207", " ", "Ancient", "ἕκαστος|sc=polytonic", " Ancient: ἕκαστος|sc=polytonic"
"every-Apr21-0207", "Haitian Creole", " ", "tout, chak", " tout" , " chak"
"every-Apr21-0207", "Hebrew", " ", "כל|tr=kol", " כל|tr=kol"
"every-Apr21-0207", "Hindi", " ", "हर", " हर"
"every-Apr21-0207", "Hungarian", " ", "minden", " minden"
"every-Apr21-0207", "Icelandic", " ", "sérhver, hver", " sérhver" , " hver"
"every-Apr21-0207", "Ido", " ", "omna", " omna"
"every-Apr21-0207", "Indonesian", " ", "setiap", " setiap"
"every-Apr21-0207", "Ingush", " ", "дерриг", " дерриг"
"every-Apr21-0207", "Interlingua", " ", "cata", " cata"
"every-Apr21-0207", "Irish", " ", "gach, gach uile", " gach" , " gach uile"
"every-Apr21-0207", "Italian", " ", "ogni", " ogni"
"every-Apr21-0207", "Japanese", " ", "あらゆる|tr=arayuru, 全て|alt=全ての|tr=[[すべて]]の, subete-no, それぞれ|tr=sorezore, おのおの|tr=onoono, 毎|alt=…毎に|tr=…goto-ni, {{qualifier|prefix 毎|tr=まい-, mai-, 各|tr=かく, kaku", " あらゆる|tr=arayuru" , " 全て|alt=全ての|tr=[[すべて]]の" , " subete-no" , " それぞれ|tr=sorezore" , " おのおの|tr=onoono" , " 毎|alt=…毎に|tr=…goto-ni" , " {{qualifier|prefix 毎|tr=まい-" , " mai-" , " 各|tr=かく" , " kaku"
"every-Apr21-0207", "Kabuverdianu", " ", "túdu", " túdu"
"every-Apr21-0207", "Kannada", " ", "ಪ್ರತಿ", " ಪ್ರತಿ"
"every-Apr21-0207", "Kazakh", " ", "әр", " әр"
"every-Apr21-0207", "Khmer", " ", "រាល់|tr=roal", " រាល់|tr=roal"
"every-Apr21-0207", "Korean", " ", "각, 모든, 매|alt=매-, 각", " 각" , " 모든" , " 매|alt=매-" , " 각"
"every-Apr21-0207", "Kurdish", " ", " ", " "
"every-Apr21-0207", " ", "Central Kurdish", "ھەمو", " ھەمو"
"every-Apr21-0207", "Kyrgyz", " ", "ар", " ар"
"every-Apr21-0207", "Lao", " ", "ທຸກ, ທຸກໆ", " ທຸກ" , " ທຸກໆ"
"every-Apr21-0207", "Latin", " ", "quisque, omnis", " quisque" , " omnis"
"every-Apr21-0207", "Latvian", " ", "katrs", " katrs"
"every-Apr21-0207", "Lithuanian", " ", "kiekvienas", " kiekvienas"
"every-Apr21-0207", "Macedonian", " ", "секој", " секој"
"every-Apr21-0207", "Malay", " ", "setiap, tiap-tiap", " setiap" , " tiap-tiap"
"every-Apr21-0207", "Malayalam", " ", "ഓരോ", " ഓരോ"
"every-Apr21-0207", "Maltese", " ", "kull", " kull"
"every-Apr21-0207", "Mongolian", " ", "бүр", " бүр"
"every-Apr21-0207", "Mwali Comorian", " ", "kila", " kila"
"every-Apr21-0207", "Norwegian", " ", " ", " "
"every-Apr21-0207", " ", "Bokmål", "hver", " hver"
"every-Apr21-0207", " ", "Nynorsk", "kvar", " Nynorsk: kvar"
"every-Apr21-0207", "Old English", " ", "ǣlċ", " ǣlċ"
"every-Apr21-0207", "Pashto", " ", "هر|tr=har", " هر|tr=har"
"every-Apr21-0207", "Persian", " ", "هر|tr=har", " هر|tr=har"
"every-Apr21-0207", "Polish", " ", "każdy", " każdy"
"every-Apr21-0207", "Portuguese", " ", "cada, todo|m, toda|f", " cada" , " todo|m" , " toda|f"
"every-Apr21-0207", "Quechua", " ", "tukuy", " tukuy"
"every-Apr21-0207", "Romani", " ", "sako|m, saki|f, sake|p", " sako|m" , " saki|f" , " sake|p"
"every-Apr21-0207", "Romanian", " ", "fiecare", " fiecare"
"every-Apr21-0207", "Russian", " ", "ка́ждый, вся́кий", " ка́ждый" , " вся́кий"
"every-Apr21-0207", "Sanskrit", " ", "सर्व|tr=sárva, {{q|Early Vedic विश्व", " सर्व|tr=sárva" , " {{q|Early Vedic विश्व"
"every-Apr21-0207", "Scots", " ", "ivery", " ivery"
"every-Apr21-0207", "Scottish Gaelic", " ", "a h-uile", " a h-uile"
"every-Apr21-0207", "Serbo-Croatian", " ", " ", " "
"every-Apr21-0207", " ", "Cyrillic", "сва̏кӣ", " сва̏кӣ"
"every-Apr21-0207", " ", "Roman", "svȁkī", " Roman: svȁkī"
"every-Apr21-0207", "Sinhalese", " ", "හැම", " හැම"
"every-Apr21-0207", "Slovak", " ", "každý", " každý"
"every-Apr21-0207", "Slovene", " ", "vsak", " vsak"
"every-Apr21-0207", "Sorbian", " ", " ", " "
"every-Apr21-0207", " ", "Lower Sorbian", "kuždy", " kuždy"
"every-Apr21-0207", "Spanish", " ", "cada", " cada"
"every-Apr21-0207", "Swahili", " ", "kila", " kila"
"every-Apr21-0207", "Swedish", " ", "varje (1.), var (2.)", " varje (1.)" , " var (2.)"
"every-Apr21-0207", "Tajik", " ", "ҳар", " ҳар"
"every-Apr21-0207", "Tamil", " ", "ஒவ்வொரு", " ஒவ்வொரு"
"every-Apr21-0207", "Tatar", " ", "һәр", " һәр"
"every-Apr21-0207", "Telugu", " ", "ప్రతి", " ప్రతి"
"every-Apr21-0207", "Thai", " ", "ทุก", " ทุก"
"every-Apr21-0207", "Tocharian B", " ", "po", " po"
"every-Apr21-0207", "Turkish", " ", "her", " her"
"every-Apr21-0207", "Turkmen", " ", "her", " her"
"every-Apr21-0207", "Ukrainian", " ", "ко́жний", " ко́жний"
"every-Apr21-0207", "Urdu", " ", "ہر|tr=har", " ہر|tr=har"
"every-Apr21-0207", "Uzbek", " ", "har", " har"
"every-Apr21-0207", "Vietnamese", " ", "mỗi, các, từng", " mỗi" , " các" , " từng"
"every-Apr21-0207", "Volapük", " ", "alik", " alik"
"every-Apr21-0207", "Welsh", " ", "pob", " pob"
"every-Apr21-0207", "Yagnobi", " ", "ҳар", " ҳар"
"every-Apr21-0207", "Yiddish", " ", "יעדער", " יעדער"
"every-Apr21-0207", "Zazaki", " ", "herg", " herg"
